"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g6290",0,15,25,28,88,49,101,132
"Pver_gene_g6297",35,99,117,30,188,117,157,264
"Pver_gene_g6295",38,66,38,31,0,0,0,0
"Pver_gene_g6294",50,31,53,56,123,29,77,114
"Pver_gene_g6433",25,36,47,34,1288,203,346,1106
"Pver_gene_g7529",0,17,11,0,157,18,21,198
"Pver_gene_g18178",113,106,144,100,45,13,28,75
"Pver_gene_g18179",54,39,77,34,91,33,89,107
"Pver_gene_g1801",124,148,243,138,12698,2628,4307,13613
"Pver_gene_g1800",413,524,584,292,409,115,260,398
"Pver_gene_g68",0,0,0,0,15,28,24,33
"Pver_gene_g12379",22,25,42,26,0,0,0,0
"Pver_gene_g5271",164,177,126,94,26,0,0,0
"Pver_gene_g5273",0,10,1,1,324,38,245,466
"Pver_gene_g5277",0,0,0,0,368,168,214,390
"Pver_gene_g12373",23,44,58,45,0,0,0,0
"Pver_gene_g67",0,0,0,0,165,48,115,238
"Pver_gene_g5495",424,412,545,330,85,26,12,95
"Pver_gene_g2726",0,0,0,0,104,12,39,93
"Pver_gene_g2725",350,411,459,267,145,67,94,141
"Pver_gene_g16461",0,9,0,0,21,13,26,53
"Pver_gene_g14591",7,16,25,13,42,23,32,93
"Pver_gene_g15287",0,0,0,0,214,43,77,238
"Pver_gene_g15283",341,499,513,368,128,51,81,180
"Pver_gene_g15282",27,22,31,27,0,0,0,0
"Pver_gene_g12393",35,39,46,42,65,42,93,163
"Pver_gene_g12397",221,248,308,212,209,50,118,124
"Pver_gene_g12394",125,168,177,62,73,52,30,43
"Pver_gene_g12395",167,205,164,136,11,0,0,0
"Pver_gene_g12398",1227,1710,1511,1118,221,57,106,258
"Pver_gene_g42",0,0,0,0,37,53,30,54
"Pver_gene_g46",0,43,32,18,131,90,142,198
"Pver_gene_g3891",268,275,393,259,608,251,377,905
"Pver_gene_g26291",25,53,32,22,0,0,0,0
"Pver_gene_g49",0,0,0,0,261,94,265,262
"Pver_gene_g21371",0,0,0,0,211,34,35,80
"Pver_gene_g17411",0,0,0,0,62,17,54,136
"Pver_gene_g10827",54,64,71,59,253,58,72,264
"Pver_gene_g13421",31,43,29,22,165,28,104,96
"Pver_gene_g15708",0,0,0,0,45,26,14,60
"Pver_gene_g15702",31,59,38,68,256,103,82,199
"Pver_gene_g15705",1250,1809,2255,1831,74,0,17,36
"Pver_gene_g4991",0,0,0,0,22,13,41,136
"Pver_gene_g7729",31,48,60,43,0,0,0,0
"Pver_gene_g7722",0,40,0,0,277,118,240,411
"Pver_gene_g7724",0,21,48,17,1858,225,455,2021
"Pver_gene_g7090",47,22,16,19,149,74,79,266
"Pver_gene_g7099",43,38,41,21,143,40,105,113
"Pver_gene_g613",65,46,46,54,153,34,65,201
"Pver_gene_g610",447,524,628,416,29,0,16,31
"Pver_gene_g614",0,0,0,0,261,23,48,236
"Pver_gene_g619",0,0,0,0,762,427,105,722
"Pver_gene_g8376",0,36,20,26,254,36,64,177
"Pver_gene_g8375",19,24,13,14,96,68,66,61
"Pver_gene_g8953",0,0,0,0,54,58,56,55
"Pver_gene_g8950",90,71,83,64,23,7,5,52
"Pver_gene_g9021",607,610,669,397,174,55,91,136
"Pver_gene_g9025",134,162,179,130,4588,672,1535,5027
"Pver_gene_g21170",119,38,37,48,640,126,349,961
"Pver_gene_g1616",26,81,108,32,4,0,0,0
"Pver_gene_g1610",154,125,103,77,28,6,19,24
"Pver_gene_g1618",320,400,517,397,1328,354,370,861
"Pver_gene_g4069",0,0,0,0,102,35,18,92
"Pver_gene_g4064",315,152,309,173,74,37,54,48
"Pver_gene_g4065",40,119,180,105,2803,534,1278,2696
"Pver_gene_g4395",0,7,0,9,127,26,42,37
"Pver_gene_g4934",57,29,57,58,211,52,77,193
"Pver_gene_g4935",60,114,163,124,411,59,268,341
"Pver_gene_g4936",0,34,50,23,301,107,104,366
"Pver_gene_g2574",56,117,113,51,28,0,23,51
"Pver_gene_g2575",0,18,0,20,230,76,147,210
"Pver_gene_g2572",167,227,277,202,158,25,72,113
"Pver_gene_g12586",0,35,48,19,111,153,368,119
"Pver_gene_g13988",56,52,75,46,15,10,16,27
"Pver_gene_g13981",188,129,110,126,0,0,25,0
"Pver_gene_g13982",61,32,35,47,0,0,0,0
"Pver_gene_g13987",140,245,304,132,503,175,226,405
"Pver_gene_g12630",110,63,94,81,343,47,127,286
"Pver_gene_g12632",0,0,0,0,95,46,88,100
"Pver_gene_g11589",16,6,14,19,68,16,40,103
"Pver_gene_g11582",46,40,67,46,166,29,52,140
"Pver_gene_g454",217,457,405,334,45,13,16,38
"Pver_gene_g10981",181,247,232,124,23,3,15,6
"Pver_gene_g10980",160,173,182,156,33,42,52,34
"Pver_gene_g10983",0,0,0,0,461,258,370,806
"Pver_gene_g14298",17,31,57,21,0,0,0,0
"Pver_gene_g14293",129,70,160,62,0,7,12,0
"Pver_gene_g10671",32,53,48,18,484,180,200,434
"Pver_gene_g10670",8,15,14,38,113,25,61,106
"Pver_gene_g14741",26,10,9,0,65,10,44,147
"Pver_gene_g8079",281,327,336,321,79,17,27,229
"Pver_gene_g8078",0,0,0,0,262,72,104,231
"Pver_gene_g13213",0,0,0,0,43,40,71,33
"Pver_gene_g2857",39,71,70,51,293,185,335,354
"Pver_gene_g2856",43,32,137,59,5302,1146,2332,5254
"Pver_gene_g15918",15,10,0,0,87,17,37,59
"Pver_gene_g15914",0,0,0,0,161,57,123,106
"Pver_gene_g15916",0,19,15,0,434,89,248,650
"Pver_gene_g6647",10,14,28,0,100,22,38,120
"Pver_gene_g6356",77,158,144,112,491,88,154,373
"Pver_gene_g7116",112,133,130,126,248,165,209,273
"Pver_gene_g1452",0,0,12,0,136,85,82,87
"Pver_gene_g1459",193,449,508,322,273,74,202,330
"Pver_gene_g9601",123,94,54,61,303,39,128,344
"Pver_gene_g9603",150,143,164,161,43,0,46,33
"Pver_gene_g9605",3979,4777,5524,4036,1972,876,1341,2052
"Pver_gene_g9604",0,42,53,22,806,208,330,845
"Pver_gene_g1189",67,38,41,58,239,41,119,308
"Pver_gene_g1186",0,21,0,0,72,29,62,74
"Pver_gene_g1187",2193,2544,2941,2035,456,126,350,520
"Pver_gene_g26420",0,0,0,0,200,24,113,198
"Pver_gene_g7939",534,373,572,360,264,62,175,228
"Pver_gene_g7938",6,28,31,34,321,312,356,341
"Pver_gene_g7919",335,442,376,382,235,46,93,198
"Pver_gene_g7930",35,167,122,110,13,29,31,23
"Pver_gene_g2378",139,62,93,70,43,5,35,20
"Pver_gene_g7910",32,44,65,39,151,121,85,215
"Pver_gene_g16138",350,525,521,431,247,72,105,209
"Pver_gene_g16137",341,331,246,271,68,0,95,95
"Pver_gene_g16133",0,0,0,0,58,27,66,104
"Pver_gene_g9300",0,0,0,0,95,65,104,135
"Pver_gene_g4566",27,34,8,17,91,40,52,92
"Pver_gene_g10473",0,0,33,0,1678,276,392,1528
"Pver_gene_g12904",0,0,0,0,83,52,68,81
"Pver_gene_g12902",11,14,5,12,240,82,166,288
"Pver_gene_g12901",0,18,34,20,445,110,228,589
"Pver_novel_gene_668_5de57afd",29,2,15,6,244,61,100,346
"Pver_gene_g13350",204,382,440,296,73,28,51,81
"Pver_gene_g16958",25,64,36,43,252,104,121,185
"Pver_gene_g14884",196,165,246,106,715,179,268,690
"Pver_gene_g14885",418,485,593,440,337,112,167,557
"Pver_gene_g14880",0,0,0,0,585,259,200,697
"Pver_gene_g23354",34,97,81,69,193,102,346,337
"Pver_gene_g5167",476,681,830,630,192,62,192,111
"Pver_gene_g13823",79,113,119,113,338,173,206,429
"Pver_gene_g13821",208,179,168,118,54,32,115,50
"Pver_gene_g13826",0,0,0,0,270,153,134,236
"Pver_gene_g13825",0,0,0,0,256,139,69,230
"Pver_gene_g11463",53,96,63,46,3067,945,1900,2912
"Pver_gene_g15372",11,10,0,0,173,24,76,95
"Pver_gene_g15377",384,416,357,247,262,113,238,233
"Pver_gene_g11727",44,55,75,0,4408,1239,2347,4362
"Pver_gene_g173",264,305,292,176,61,0,84,70
"Pver_gene_g172",0,24,15,5,240,30,113,231
"Pver_gene_g171",296,342,468,296,111,0,55,144
"Pver_gene_g177",159,149,181,143,5,6,7,12
"Pver_gene_g175",48,152,76,63,274,104,179,254
"Pver_gene_g11545_gene_g11543",106,90,146,69,64,24,40,83
"Pver_gene_g3332",0,0,20,0,239,56,68,165
"Pver_gene_g3334",53,62,85,18,1193,370,625,1102
"Pver_gene_g3484",0,0,0,0,79,53,59,136
"Pver_gene_g1229",0,0,0,0,147,18,100,200
"Pver_gene_g9415",0,9,0,0,103,17,73,142
"Pver_gene_g9418",294,245,305,177,743,232,319,688
"Pver_gene_g4764",0,0,0,0,59,46,24,93
"Pver_gene_g4767",0,0,0,0,55,38,73,48
"Pver_gene_g4768",0,0,0,0,88,62,32,75
"Pver_gene_g6949",92,104,114,68,73,24,17,43
"Pver_gene_g6948",177,229,239,170,151,57,76,237
"Pver_gene_g630",2942,1811,2601,1580,13,0,0,0
"Pver_gene_g3818",201,206,317,237,11730,2725,3748,13935
"Pver_gene_g3816",119,192,165,209,37,21,35,44
"Pver_gene_g3817",58,27,36,28,0,4,0,0
"Pver_gene_g3815",4440,4638,6251,3616,2065,190,1902,2012
"Pver_gene_g12319",0,15,0,5,39,37,18,67
"Pver_gene_g17490",0,0,0,0,218,50,80,220
"Pver_gene_g11669",0,13,20,19,181,79,70,224
"Pver_gene_g11662",87,97,173,92,28,0,15,0
"Pver_gene_g18781",41,56,27,23,0,0,0,0
"Pver_gene_g16364",456,541,677,460,326,130,120,281
"Pver_gene_g16362",1125,1361,1351,999,1202,268,471,1150
"Pver_gene_g16361",823,617,976,685,3904,1357,2947,5272
"Pver_gene_g18435",0,5,0,0,336,66,115,530
"Pver_gene_g10203",0,0,0,0,31,13,22,46
"Pver_gene_g10205",0,0,0,0,84,112,82,214
"Pver_gene_g10208",85,58,109,16,231,60,84,227
"Pver_gene_g17963",33,56,45,39,140,27,102,167
"Pver_gene_g698",0,0,0,0,29,17,11,59
"Pver_gene_g690",197,203,291,278,80,57,41,104
"Pver_gene_g16213",51,36,41,0,194,58,224,143
"Pver_gene_g16215",0,0,0,0,273,12,271,118
"Pver_gene_g9044",0,16,27,15,122,40,57,202
"Pver_gene_g3694",212,245,319,204,64,26,62,83
"Pver_gene_g3693",61,137,146,70,369,330,292,438
"Pver_gene_g18236",0,20,34,21,183,43,62,151
"Pver_gene_g18231",0,33,27,21,392,414,250,569
"Pver_gene_g8644",0,19,0,13,288,70,79,178
"Pver_gene_g8642",0,35,15,0,97,104,203,111
"Pver_gene_g8643",25,56,101,59,7,6,25,27
"Pver_gene_g8640",0,0,31,0,2986,647,1164,2384
"Pver_gene_g8641",0,10,35,0,199,60,123,342
"Pver_gene_g8649",58,104,113,47,66,25,30,69
"Pver_gene_g1926",0,0,0,0,17,14,26,50
"Pver_gene_g1922",0,14,0,0,67,8,43,96
"Pver_gene_g1697",125,307,393,165,541,185,293,531
"Pver_gene_g1695",36,28,82,45,172,112,132,199
"Pver_gene_g1692",0,2,0,2,130,23,93,76
"Pver_gene_g1693",392,368,345,261,31,15,40,30
"Pver_gene_g5335",370,441,460,434,1835,521,827,1685
"Pver_gene_g5334",121,83,78,90,425,122,162,414
"Pver_gene_g5337",0,14,0,0,201,43,79,81
"Pver_gene_g5336",0,0,70,0,6079,1144,2525,5790
"Pver_gene_g5332",0,5,0,0,94,16,16,25
"Pver_gene_g5338",245,200,225,300,2533,408,624,2574
"Pver_gene_g26338",441,378,349,270,695,228,510,676
"Pver_gene_g26335",62,93,207,134,1041,141,253,1017
"Pver_gene_g5597",26,19,29,22,0,0,0,0
"Pver_gene_g5596",76,122,124,82,42,0,27,17
"Pver_gene_g2644",88,144,162,151,67,0,31,35
"Pver_gene_g2641",1082,1209,1343,978,842,171,196,897
"Pver_gene_g2642",39,27,74,29,364,127,157,415
"Pver_gene_g2648",73,131,180,149,459,70,169,490
"Pver_gene_g2649",47,31,58,36,299,74,119,180
"Pver_gene_g16502",1956,1617,1713,1318,475,94,371,524
"Pver_gene_g16500",136,225,258,213,127,38,48,90
"Pver_gene_g20784",1,0,7,0,24,15,31,35
"Pver_gene_g3992",635,996,1118,858,770,274,567,804
"Pver_gene_g17758",40,66,70,29,374,75,89,459
"Pver_gene_g12509",0,12,16,0,32,26,64,61
"Pver_gene_g17752",0,0,11,0,137,43,89,120
"Pver_gene_g14219",38,68,69,56,204,93,238,245
"Pver_gene_g14218",0,0,0,0,120,58,28,212
"Pver_gene_g18579",0,0,0,0,106,57,84,160
"Pver_gene_g11360",50,60,115,63,763,473,565,901
"Pver_gene_g10012",197,256,301,148,31,9,32,71
"Pver_gene_g15629",0,0,0,0,77,59,40,71
"Pver_gene_g15626",290,271,268,251,170,49,45,175
"Pver_gene_g15624",89,120,145,98,72,39,48,101
"Pver_gene_g15990",18,31,78,26,386,98,174,306
"Pver_gene_g15998",0,0,45,0,318,47,104,175
"Pver_gene_g5552",180,139,121,107,471,153,362,322
"Pver_gene_g20216",21,16,16,3,36,12,34,54
"Pver_gene_g5861",290,228,361,168,588,209,309,676
"Pver_gene_g5864",261,497,564,392,170,44,42,186
"Pver_gene_g17790",0,21,0,13,52,60,89,71
"Pver_gene_g9107",76,113,113,87,248,55,153,253
"Pver_gene_g9104",0,0,0,0,283,46,102,296
"Pver_gene_g2847",79,55,47,30,17,6,7,0
"Pver_gene_g2845",0,0,17,21,404,78,184,314
"Pver_gene_g25265",0,0,0,0,45,63,31,144
"Pver_gene_g3714",0,0,0,0,635,125,217,460
"Pver_gene_g7416",109,73,129,54,215,68,152,194
"Pver_gene_g7417",23,70,121,67,30,22,18,24
"Pver_gene_g26360",93,219,188,114,78,41,84,102
"Pver_gene_g4291",0,0,0,0,59,19,43,122
"Pver_gene_g843",0,12,0,0,44,35,56,88
"Pver_gene_g841",101,121,149,66,337,81,195,251
"Pver_gene_g846",397,341,367,238,139,111,160,196
"Pver_gene_g845",191,198,322,207,87,36,94,140
"Pver_novel_gene_689_5de57afd",0,0,8,6,92,14,32,47
"Pver_gene_g15358",167,109,121,59,0,0,15,17
"Pver_gene_g4870",146,77,122,63,534,141,233,619
"Pver_gene_g4873",39,63,38,53,358,184,164,314
"Pver_gene_g4874",38,35,78,47,13,5,20,14
"Pver_gene_g26109",0,0,0,0,136,102,179,198
"Pver_gene_g26104",0,0,0,0,62,32,37,26
"Pver_gene_g26105",0,9,0,0,33,30,17,23
"Pver_gene_g26106",0,0,0,0,194,146,87,297
"Pver_gene_g26107",0,0,0,0,41,44,19,28
"Pver_gene_g26101",656,771,1019,670,83,37,83,57
"Pver_gene_g14801",0,0,28,12,383,84,94,311
"Pver_gene_g14809",293,251,273,199,1077,186,514,1075
"Pver_gene_g15042",188,227,279,182,69,5,19,36
"Pver_gene_g15041",338,296,426,245,167,37,96,87
"Pver_gene_g12774",159,177,236,207,0,0,12,0
"Pver_gene_g12775",0,6,0,0,36,30,43,53
"Pver_gene_g12770",381,576,808,601,247,49,225,168
"Pver_gene_g12771",38,95,189,56,22,0,43,9
"Pver_gene_g12772",192,245,293,236,151,48,124,115
"Pver_gene_g12773",22,53,40,21,134,88,75,72
"Pver_gene_g14394",397,390,464,293,13,16,67,11
"Pver_gene_g14395",669,706,887,478,138,24,196,104
"Pver_gene_g14397",101,102,130,80,388,92,193,289
"Pver_gene_g14390",0,0,41,0,268,226,168,250
"Pver_gene_g14393",143,120,180,87,574,191,467,521
"Pver_gene_g14023",84,111,124,97,272,100,154,219
"Pver_gene_g19016",0,0,0,0,48,22,23,87
"Pver_gene_g240",0,6,0,0,233,147,89,245
"Pver_gene_g243",74,173,167,88,18,12,18,25
"Pver_gene_g245",171,179,242,188,130,19,50,170
"Pver_gene_g244",19,37,61,16,7,0,0,0
"Pver_gene_g247",51,93,44,41,315,141,201,201
"Pver_gene_g10732",29,25,45,22,169,32,53,118
"Pver_gene_g10733",948,1043,1466,1028,3709,492,1220,4092
"Pver_gene_g10730",21,67,96,13,498,146,260,640
"Pver_gene_g15819",0,0,10,0,86,15,46,70
"Pver_gene_g15814",81,89,89,62,983,385,545,853
"Pver_gene_g15815",0,0,0,0,30,11,43,44
"Pver_gene_g15816",0,0,0,0,44,17,34,82
"Pver_gene_g15813",0,0,0,0,234,142,283,396
"Pver_gene_g6125",103,126,108,80,303,48,115,379
"Pver_gene_g6127",30,30,43,26,81,54,90,147
"Pver_gene_g6126",93,161,165,120,335,81,136,271
"Pver_gene_g6120",0,18,21,29,272,257,220,324
"Pver_gene_g7657",101,135,187,141,40,6,25,51
"Pver_gene_g1552",0,0,0,0,77,43,80,175
"Pver_gene_g1555",111,72,51,41,35,0,16,19
"Pver_gene_g9766",332,358,600,370,0,0,14,28
"Pver_gene_g1558",289,253,416,238,165,65,100,167
"Pver_gene_g9760",0,0,0,0,183,34,106,277
"Pver_gene_g7384",0,17,0,0,249,56,70,204
"Pver_gene_g724",0,0,0,0,382,473,363,531
"Pver_gene_g723",199,349,470,331,69,9,62,48
"Pver_gene_g12554",0,0,9,0,731,356,358,891
"Pver_gene_g2149",0,0,0,0,74,38,30,59
"Pver_gene_g10535",62,124,94,83,730,125,353,527
"Pver_gene_g10283",0,0,0,0,41,14,57,115
"Pver_gene_g10287",230,223,251,225,62,5,30,26
"Pver_gene_g10284",347,678,916,530,2439,765,1203,2274
"Pver_gene_g4487",0,9,29,31,62,68,76,77
"Pver_gene_g23099",0,12,0,0,51,42,71,35
"Pver_gene_g13168",1137,932,1378,840,540,162,354,692
"Pver_gene_g13169",13,4,8,0,70,16,78,110
"Pver_gene_g23091",53,15,62,41,163,43,88,207
"Pver_gene_g23093",97,79,107,106,39,7,33,109
"Pver_gene_g23095",33,16,19,0,104,31,88,129
"Pver_gene_g23094",0,48,58,53,290,101,157,257
"Pver_gene_g23097",88,41,178,45,10261,2390,3576,9272
"Pver_gene_g5280",0,0,0,0,118,17,45,153
"Pver_gene_g5282",71,88,56,82,261,79,98,326
"Pver_gene_g9773",83,117,105,35,35,7,26,35
"Pver_gene_g5754",95,135,140,107,16,11,11,0
"Pver_gene_g6183",96,253,261,260,66,23,50,40
"Pver_gene_g25586",165,170,220,162,0,12,0,25
"Pver_gene_g6071",21,49,47,11,144,23,97,169
"Pver_gene_g15234",0,0,0,12,49,39,32,39
"Pver_gene_g15233",0,0,0,0,307,61,124,265
"Pver_gene_g13732",303,327,275,210,3413,846,1621,3236
"Pver_gene_g18546",0,48,111,39,159,168,203,242
"Pver_gene_g6082",379,276,308,287,70,7,63,90
"Pver_gene_g6083",119,152,213,112,119,32,71,142
"Pver_gene_g6080",239,426,574,452,97,37,51,131
"Pver_gene_g6085",524,607,738,543,448,140,196,584
"Pver_gene_g3561",12,25,16,8,42,32,19,37
"Pver_gene_g3567",79,67,100,47,365,138,338,490
"Pver_gene_g3564",82,76,99,103,0,0,0,0
"Pver_gene_g3565",1752,1377,1484,1269,176,18,146,193
"Pver_gene_g7027",382,342,345,281,203,87,119,214
"Pver_gene_g7026",32,0,8,0,327,260,159,660
"Pver_gene_g7025",172,86,185,91,64,23,57,70
"Pver_gene_g7024",306,400,589,487,178,44,93,306
"Pver_gene_g7029",31,41,40,19,0,0,0,0
"Pver_gene_g22940",51,120,180,56,94,13,24,32
"Pver_gene_g25638",0,0,0,0,103,17,49,76
"Pver_gene_g25634",0,8,0,0,1677,521,512,1335
"Pver_gene_g25633",161,152,131,115,545,186,326,503
"Pver_gene_g9518",232,160,269,223,192,71,115,203
"Pver_gene_g1071",347,460,715,449,101,13,91,100
"Pver_gene_g1074",0,0,0,0,396,362,67,446
"Pver_gene_g4643",277,197,220,90,64,33,46,72
"Pver_gene_g4645",0,7,16,0,245,67,202,247
"Pver_gene_g16582",44,41,119,39,169,47,75,212
"Pver_gene_g2106",459,400,517,290,164,29,75,207
"Pver_gene_g6867",0,0,0,0,103,57,46,69
"Pver_gene_g7",0,0,0,0,147,71,86,262
"Pver_gene_g3910",72,56,149,77,1108,252,376,1023
"Pver_gene_g3000",0,0,0,0,189,44,75,181
"Pver_gene_g16009",152,161,247,166,86,30,36,147
"Pver_gene_g13740",134,41,104,84,231,99,184,199
"Pver_gene_g12838",1535,1826,1593,1112,175,98,108,305
"Pver_gene_g17841",105,74,79,32,269,65,143,220
"Pver_gene_g10091",0,0,0,0,45,31,32,147
"Pver_gene_g14760",221,229,291,117,132,68,108,73
"Pver_gene_g388",0,0,2,0,158,56,52,151
"Pver_gene_g12065",2005,2189,3033,2115,0,0,0,14
"Pver_gene_g12061",0,0,0,8,71,40,59,53
"Pver_gene_g951",393,544,553,288,42,10,35,42
"Pver_gene_g950",163,208,275,151,102,10,40,77
"Pver_gene_g1168",616,974,1110,702,298,106,181,422
"Pver_gene_g376",32,36,22,0,455,153,191,385
"Pver_gene_g8859",40,34,69,26,262,47,148,248
"Pver_gene_g8855",0,0,0,0,226,145,104,284
"Pver_gene_g8854",86,97,137,89,38,3,19,84
"Pver_gene_g3247",26,41,45,38,103,29,68,132
"Pver_gene_g9893",0,0,0,0,47,45,18,36
"Pver_gene_g9899",0,0,52,0,204,34,226,231
"Pver_gene_g7498",232,291,307,200,1011,313,557,830
"Pver_gene_g7491",71,37,64,30,801,132,214,786
"Pver_gene_g18122",0,0,0,0,198,83,229,204
"Pver_gene_g22754",318,349,185,174,49,21,85,54
"Pver_gene_g22756",0,44,72,0,516,85,217,535
"Pver_gene_g1799",210,192,170,103,65,17,36,69
"Pver_gene_g1792",103,148,143,155,934,154,314,905
"Pver_gene_g1790",627,738,1211,810,261,46,116,236
"Pver_gene_g1796",71,114,110,98,48,20,52,76
"Pver_gene_g1135",0,3,3,0,47,44,46,74
"Pver_gene_g1134",0,0,0,0,35,16,53,79
"Pver_gene_g1133",0,0,3,0,32,15,15,33
"Pver_gene_g1130",37,0,83,22,148,41,224,270
"Pver_gene_g26274",12,0,33,18,104,23,48,151
"Pver_gene_g26273",0,0,0,0,92,23,98,130
"Pver_gene_g4565",0,0,11,17,84,69,116,93
"Pver_gene_g4563",15,16,34,14,50,52,61,102
"Pver_gene_g4561",0,0,13,0,94,33,79,341
"Pver_gene_g4569",304,272,305,179,121,11,64,23
"Pver_gene_g12269",241,367,339,275,63,47,136,84
"Pver_gene_g12266",228,236,151,108,30,8,31,24
"Pver_gene_g14312",21,75,79,74,0,0,0,0
"Pver_gene_g11794",72,91,134,46,1281,327,503,694
"Pver_gene_g17562",0,0,0,0,68,33,80,52
"Pver_gene_g17563",0,68,144,84,2330,509,687,2062
"Pver_gene_g17564",93,59,83,48,28,13,24,66
"Pver_gene_g17568",0,0,12,21,238,19,63,192
"Pver_gene_g17569",167,141,191,116,393,128,197,342
"Pver_gene_g6747",0,0,0,0,114,71,124,80
"Pver_gene_g10112",52,35,79,17,153,40,170,182
"Pver_gene_g10111",1111,1204,1539,970,260,39,188,254
"Pver_gene_g15546",0,0,0,0,1864,226,354,1411
"Pver_gene_g15544",0,0,0,0,144,62,77,116
"Pver_gene_g15540",88,128,131,132,114,23,15,31
"Pver_gene_g15541",116,94,151,83,227,116,201,241
"Pver_gene_g9227",295,293,375,225,822,368,540,743
"Pver_gene_g9226",176,121,123,29,47,7,22,14
"Pver_gene_g5940",0,0,0,0,411,81,206,581
"Pver_gene_g9910",33,49,115,50,32,14,33,30
"Pver_gene_g9912",282,344,457,285,1363,323,710,1378
"Pver_gene_g19253",40,43,72,68,17,9,4,0
"Pver_gene_g17176",18973,17669,19999,13700,3976,412,2235,4126
"Pver_gene_g7514",0,47,40,0,184,126,143,232
"Pver_gene_g17342",0,0,0,0,175,44,63,297
"Pver_gene_g17345",86,99,138,88,291,84,131,387
"Pver_gene_g26029",126,64,54,36,471,93,738,552
"Pver_gene_g26022",85,80,32,42,19,0,15,43
"Pver_gene_g5202",295,384,398,308,765,195,400,674
"Pver_gene_g5205",89,114,136,142,68,20,46,103
"Pver_gene_g5204",26,48,39,25,0,5,3,18
"Pver_gene_g14926",0,0,0,8,129,45,61,200
"Pver_gene_g14925",208,341,296,172,67,16,45,68
"Pver_gene_g20092",0,0,0,0,60,14,72,143
"Pver_gene_g2261",0,21,5,4,105,11,51,93
"Pver_gene_g18972",0,136,309,146,10123,1760,3273,9833
"Pver_gene_g12439",121,115,145,170,25,0,20,53
"Pver_gene_g32",73,84,135,70,60,31,42,73
"Pver_gene_g30",675,818,1093,618,190,28,185,120
"Pver_gene_g34",123,116,117,71,1899,692,681,1636
"Pver_gene_g11160",163,190,198,156,94,24,67,104
"Pver_gene_g11163",31,40,99,50,362,143,186,204
"Pver_gene_g2267",510,511,785,592,0,0,0,0
"Pver_gene_g2265",0,7,26,18,71,31,78,142
"Pver_gene_g6000",28,38,67,12,130,29,134,73
"Pver_gene_g14484",0,0,0,0,97,24,60,81
"Pver_gene_g14489",22,46,34,25,46,50,69,72
"Pver_gene_g13154",237,243,317,197,48,29,78,80
"Pver_gene_g13150",152,153,221,147,15,0,30,62
"Pver_gene_g7757",133,121,112,82,20,12,18,25
"Pver_gene_g7756",665,687,831,519,384,238,388,354
"Pver_gene_g9593",104,138,121,60,275,80,175,348
"Pver_gene_g9599",40,67,128,47,17,13,34,30
"Pver_gene_g1348",45,59,68,50,19,14,26,49
"Pver_gene_g1340",0,0,0,0,124,43,16,76
"Pver_gene_g1341",286,344,376,239,821,243,403,932
"Pver_gene_g1342",30,43,14,50,208,78,110,164
"Pver_gene_g1343",24,28,51,26,0,0,0,0
"Pver_gene_g647",27,22,18,28,58,35,99,80
"Pver_novel_gene_3_5de57afd",0,0,0,0,163,13,44,54
"Pver_gene_g8345",146,246,227,231,1261,260,1081,999
"Pver_gene_g8529",0,0,0,0,497,261,183,478
"Pver_gene_g26554",0,0,0,0,15,48,87,59
"Pver_gene_g8968",382,414,543,356,157,93,187,207
"Pver_gene_g8965",273,295,251,201,0,0,0,0
"Pver_gene_g8962",550,582,937,906,223,16,49,332
"Pver_gene_g8960",98,78,159,97,230,77,191,221
"Pver_gene_g2068",69,79,134,49,0,0,21,0
"Pver_gene_g2069",0,0,12,0,97,19,167,148
"Pver_gene_g2064",21,47,28,15,196,57,76,162
"Pver_gene_g14104",44,30,54,26,291,69,92,214
"Pver_gene_g19194",180,208,324,194,0,0,22,0
"Pver_gene_g2930",49,66,47,34,144,97,151,152
"Pver_gene_g2938",0,19,17,40,263,68,139,385
"Pver_gene_g9847",77,97,98,55,130,203,97,241
"Pver_gene_g2894",0,0,0,0,769,207,226,1021
"Pver_gene_g10368",0,0,0,0,149,90,29,108
"Pver_gene_g1625",51,62,58,18,255,23,149,169
"Pver_gene_g4057",364,259,332,172,55,20,67,41
"Pver_gene_g4055",1647,2162,2349,1579,420,172,314,559
"Pver_gene_g4054",83,69,79,47,50,8,24,34
"Pver_gene_g4053",39,55,56,34,0,0,17,12
"Pver_gene_g4050",0,0,0,0,89,27,72,31
"Pver_gene_g23197",35,67,51,55,11,7,0,17
"Pver_gene_g13040",0,0,0,0,154,46,77,178
"Pver_gene_g11652",0,0,0,0,134,12,40,133
"Pver_gene_g19946",5,12,0,0,45,14,26,21
"Pver_gene_g19947",65,23,62,40,0,0,0,0
"Pver_gene_g19949",88,137,114,50,6,0,12,0
"Pver_gene_g5013",1335,1522,1996,955,158,46,95,83
"Pver_gene_g9696",74,227,211,195,0,13,63,45
"Pver_gene_g13958",0,0,22,0,237,73,96,249
"Pver_gene_g13955",72,139,147,110,191,150,378,176
"Pver_gene_g13954",178,156,248,299,1204,321,407,1436
"Pver_gene_g13953",207,208,392,240,5697,873,1191,4830
"Pver_gene_g2548",0,9,8,0,216,142,88,104
"Pver_gene_g2547",45,13,37,14,0,0,0,0
