gene_id,Pverr_006,Pverr_007,Pverr_008,Pverr_009,Pverr_106,Pverr_107,Pverr_108,Pverr_109,Pverr_110,Pverr_111,Pverr_112,Pverr_113
Pver_gene_g22437,0,0,7,8,0,0,0,0,0,0,0,0
Pver_gene_g22430,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22431,0,0,0,0,0,0,0,0,0,0,0,2
Pver_gene_g22432,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22433,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22438,0,0,0,0,0,3,0,0,0,0,0,0
Pver_gene_g22439,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3215,0,0,4,0,43,18,6,0,6,38,22,16
Pver_gene_g22388,0,0,0,0,0,2,0,0,5,0,0,0
Pver_gene_g22389,0,0,0,0,0,0,0,0,0,0,2,0
Pver_gene_g22382,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22383,0,0,0,0,0,0,0,0,0,0,19,0
Pver_gene_g22380,0,0,0,0,0,0,0,3,0,0,0,0
Pver_gene_g22381,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22386,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22387,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22384,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22385,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8817,0,19,21,16,0,15,0,11,15,13,0,10
Pver_gene_g8816,36,62,56,14,44,17,21,52,35,30,32,35
Pver_gene_g8815,161,197,147,89,160,221,83,244,219,167,157,233
Pver_gene_g19741,18,21,51,0,0,21,0,19,6,13,29,0
Pver_gene_g8814,0,20,0,0,23,66,33,42,42,85,38,80
Pver_gene_g8813,0,0,0,0,0,0,11,0,0,9,0,0
Pver_gene_g8812,0,0,0,0,341,211,106,352,160,179,435,236
Pver_gene_g6882,0,0,0,0,8,4,0,24,5,6,0,0
Pver_gene_g6883,38,113,152,58,181,138,61,278,61,177,165,112
Pver_gene_g629,0,0,0,0,18,0,0,0,0,7,0,11
Pver_gene_g6881,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6886,0,0,0,0,0,0,0,0,0,0,11,0
Pver_gene_g8811,0,0,0,0,91,71,23,135,103,102,126,74
Pver_gene_g6884,99,180,196,128,0,10,9,0,26,20,15,0
Pver_gene_g6885,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g623,865,690,697,466,193,149,68,185,73,187,156,111
Pver_gene_g622,0,0,0,0,102,36,0,147,37,58,16,43
Pver_gene_g621,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6889,58,59,96,73,273,230,69,263,154,312,204,211
Pver_gene_g627,95,78,145,68,80,55,39,67,61,59,103,76
Pver_gene_g626,49,64,131,98,294,228,82,477,127,231,296,268
Pver_gene_g625,443,335,551,295,487,428,120,841,283,457,696,455
Pver_gene_g624,0,0,28,0,29,41,11,9,69,0,0,14
Pver_gene_novel_gene_680_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22818,0,0,14,0,0,26,0,0,17,0,0,0
Pver_gene_g8533,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_556_5de57afd,0,3,22,3,21,38,6,14,35,15,23,30
Pver_gene_g22812,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22813,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12402,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12403,0,29,42,10,0,0,0,15,0,0,0,0
Pver_gene_g17432,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12401,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_354_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17434,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12407,0,0,0,0,0,0,0,0,7,0,0,0
Pver_gene_g17436,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12405,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9058,13,20,21,0,69,20,0,29,5,72,30,31
Pver_gene_g9059,0,0,0,0,0,36,0,114,12,56,0,41
Pver_gene_g9050,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9051,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9052,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9053,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9054,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9055,0,0,0,0,0,0,0,0,0,0,20,0
Pver_gene_g9056,0,0,0,0,16,0,0,22,0,13,33,0
Pver_gene_g9057,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8909,93,123,65,64,114,103,90,131,70,123,203,109
Pver_gene_g8908,0,0,0,0,11,0,0,15,4,63,10,18
Pver_gene_g8905,131,106,170,97,130,107,90,103,133,92,111,47
Pver_gene_g8904,0,0,11,0,3,16,0,58,32,39,15,0
Pver_gene_g8907,284,360,573,438,140,112,24,294,83,138,111,106
Pver_gene_g8906,0,39,38,0,110,156,79,87,84,89,299,175
Pver_gene_g8901,172,199,251,130,161,237,23,213,125,158,181,212
Pver_gene_g8900,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8903,562,566,644,493,1420,1173,278,1989,540,1424,1725,1115
Pver_gene_g8902,0,0,0,0,44,48,0,23,16,38,47,69
Pver_gene_g19766,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19767,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8209,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19764,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19765,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21149,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21148,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21145,0,0,0,0,0,12,0,0,0,0,0,0
Pver_gene_g21144,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21147,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21146,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21141,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21140,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21143,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21142,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g535,0,0,0,0,0,0,0,0,0,0,0,7
Pver_gene_g19761,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22496,0,0,0,0,0,0,0,0,0,0,0,2
Pver_gene_g2994,113,188,186,55,305,289,83,401,169,286,317,341
Pver_gene_g2995,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2996,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2997,8,37,52,25,29,10,0,0,0,11,0,0
Pver_gene_g2990,0,0,0,0,0,0,0,0,0,5,0,0
Pver_gene_g2991,0,0,0,0,0,0,0,0,1,0,16,0
Pver_gene_g2992,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2993,0,0,0,0,14,0,0,0,0,0,0,0
Pver_gene_g2998,297,352,261,227,94,76,54,122,89,38,147,50
Pver_gene_g2999,24,20,25,54,146,149,23,289,87,117,213,132
Pver_gene_g22497,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19137,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19136,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19135,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19134,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19133,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19132,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19131,33,26,47,33,55,29,0,57,17,17,47,16
Pver_gene_g19130,0,0,0,0,104,104,18,181,54,168,160,88
Pver_gene_g19769,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19139,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19138,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22494,0,0,0,0,0,0,5,0,0,0,0,0
Pver_gene_g11178,0,23,0,7,31,14,0,49,0,14,0,18
Pver_gene_g18268,0,11,31,14,72,79,25,41,79,81,88,46
Pver_gene_g18269,269,195,304,241,773,533,161,1134,189,928,769,656
Pver_gene_g18260,0,0,0,0,0,0,1,0,0,0,0,0
Pver_gene_g18261,0,0,0,0,0,0,0,8,0,7,8,0
Pver_gene_g18262,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18263,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18264,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18265,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18266,154,371,293,216,331,189,71,276,135,321,274,239
Pver_gene_g18267,107,99,104,50,89,57,19,86,77,80,140,78
Pver_gene_g3643,0,0,0,0,0,0,12,0,0,0,0,0
Pver_gene_g3642,0,0,0,0,977,699,992,924,656,784,1355,747
Pver_gene_g3641,0,0,0,0,59,35,5,27,10,13,0,0
Pver_gene_g3640,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3647,43,144,116,105,64,71,54,70,134,89,40,45
Pver_gene_g3646,45,0,22,0,31,51,40,37,63,9,65,35
Pver_gene_g3645,100,110,140,111,168,126,58,337,124,128,196,159
Pver_gene_g3644,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3649,0,0,14,19,125,144,48,214,91,176,170,172
Pver_gene_g3648,0,35,83,26,23,17,0,21,24,27,24,36
Pver_gene_g4035,0,0,0,0,0,0,0,0,7,0,0,0
Pver_gene_g4034,28,0,27,62,30,59,8,82,40,23,17,0
Pver_gene_g4037,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4036,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4031,30,22,67,46,0,35,0,62,26,44,88,26
Pver_gene_g4030,0,0,0,0,24,35,9,23,7,30,37,14
Pver_gene_g4033,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4032,0,24,18,22,0,0,0,0,25,0,0,6
Pver_gene_g4039,0,0,0,16,203,121,37,172,0,120,189,130
Pver_gene_g4038,81,94,108,97,115,138,34,175,66,86,0,115
Pver_gene_g10801,0,0,0,0,211,135,42,174,69,119,252,96
Pver_gene_g10805,0,7,11,0,0,0,0,6,21,0,0,0
Pver_gene_g1649,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1648,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1645,0,5,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1644,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1647,0,0,0,8,0,0,0,0,0,0,0,0
Pver_gene_g1646,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1641,382,546,733,759,2061,1379,314,2897,443,2295,2140,1569
Pver_gene_g1640,85,98,123,106,541,317,129,427,216,404,490,321
Pver_gene_g1643,0,4,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1642,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4699,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4698,0,0,0,0,0,0,0,0,0,0,0,9
Pver_gene_g4691,102,140,140,114,24,35,10,54,58,32,62,45
Pver_gene_g4690,74,142,115,90,58,40,20,68,49,10,52,35
Pver_gene_g4693,17,32,54,22,0,53,0,45,32,36,22,24
Pver_gene_g4692,0,0,0,0,62,52,23,121,34,88,122,70
Pver_gene_g4695,0,0,0,0,20,37,16,50,7,0,0,0
Pver_gene_g4694,82,52,19,12,129,112,29,173,63,158,130,94
Pver_gene_g4697,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4696,0,0,0,0,9,8,0,8,0,39,21,14
Pver_gene_g23178,0,0,0,0,0,7,0,0,0,0,15,0
Pver_gene_g23179,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23176,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23177,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23174,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23175,0,8,15,0,23,15,0,61,22,19,0,33
Pver_gene_g23172,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23173,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23170,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23171,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5344,0,0,0,0,0,0,0,0,0,0,0,4
Pver_gene_g5345,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5346,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5347,76,72,61,32,0,6,0,23,0,40,33,14
Pver_gene_g5340,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5341,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5342,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5343,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5348,24,38,42,8,0,30,14,71,35,43,27,21
Pver_gene_g5349,65,23,35,20,17,11,10,0,35,0,0,0
Pver_gene_g17209,0,6,12,0,0,0,0,0,0,0,0,0
Pver_gene_g21999,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21996,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21997,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21994,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17204,71,18,18,0,0,0,0,0,0,0,0,0
Pver_gene_g21992,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17202,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17201,14,31,46,24,0,0,0,0,12,0,0,0
Pver_gene_g17200,0,11,0,14,0,5,7,0,0,0,0,0
Pver_gene_g4963,49,29,24,32,56,57,12,79,53,40,36,42
Pver_gene_g4962,0,0,0,0,8,31,16,0,0,14,29,19
Pver_gene_g4961,0,0,0,0,19,17,12,0,8,0,15,6
Pver_gene_g4960,0,0,0,0,34,9,12,50,27,13,35,0
Pver_gene_g4967,0,0,0,0,0,0,0,0,0,24,0,0
Pver_gene_g4966,0,0,0,0,76,108,20,82,53,87,101,97
Pver_gene_g4965,19,0,0,0,149,80,27,182,28,125,137,80
Pver_gene_g4964,0,0,0,0,31,0,0,0,0,30,0,14
Pver_gene_g4969,0,0,0,0,0,5,0,0,0,0,0,0
Pver_gene_g4968,0,0,0,0,33,17,0,41,14,17,59,21
Pver_gene_g20489,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20488,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20487,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20486,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20485,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20484,0,0,0,0,1,0,0,0,0,0,9,0
Pver_gene_g20483,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20482,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20481,8,2,1,0,3,8,1,22,5,7,2,13
Pver_gene_g20480,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g26672,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23285,74,18,12,29,399,366,104,440,342,538,302,279
Pver_gene_g26670,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23287,79,79,124,99,178,206,59,513,137,215,226,245
Pver_gene_g26676,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23281,0,0,0,0,0,0,0,0,26,0,0,0
Pver_gene_g26674,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23283,61,45,106,30,233,224,59,343,158,143,280,274
Pver_gene_g26678,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g26679,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23288,0,18,45,27,0,43,0,59,12,8,46,21
Pver_gene_g23289,0,0,0,0,0,3,33,0,16,0,0,0
Pver_gene_g2693,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2692,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g16552,59,88,66,79,141,114,34,369,94,156,168,120
Pver_gene_g2690,0,8,12,0,18,36,0,0,1,7,0,0
Pver_gene_g2697,0,0,0,0,0,0,0,17,0,0,0,6
Pver_gene_g2696,0,0,0,0,11,9,10,29,17,10,13,9
Pver_gene_g2695,0,0,0,0,0,10,0,0,0,11,12,0
Pver_gene_g16557,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g16558,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g16559,0,0,0,0,0,0,0,6,8,0,0,0
Pver_gene_g2699,0,76,236,117,0,69,15,58,57,70,0,86
Pver_gene_g2698,486,644,882,520,646,616,214,854,567,924,682,740
Pver_gene_g20735,0,0,0,0,5,0,0,0,0,0,0,0
Pver_gene_g20734,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20737,0,0,0,0,1,1,5,0,3,2,0,1
Pver_gene_g20736,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20731,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20730,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20733,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20732,0,10,0,0,0,34,26,0,43,5,0,17
Pver_gene_g20739,0,0,0,0,0,0,0,3,0,3,0,0
Pver_gene_g20738,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2529,0,0,0,7,0,0,0,0,0,0,0,0
Pver_gene_g2528,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2525,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2524,0,0,0,0,0,0,14,0,0,12,0,8
Pver_gene_g2527,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2526,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2521,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2520,0,0,0,0,21,19,0,0,7,0,0,5
Pver_gene_g2523,0,0,0,0,89,44,17,127,46,52,57,48
Pver_gene_g2522,39,90,93,41,89,29,28,72,59,66,39,62
Pver_gene_g15111,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15110,0,0,0,0,0,0,0,12,0,0,0,0
Pver_gene_g15113,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15112,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15115,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15114,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15117,0,0,0,0,0,0,0,0,3,0,0,0
Pver_gene_g15116,33,49,57,55,62,48,17,24,29,26,18,49
Pver_gene_g15119,0,12,9,0,0,0,0,4,0,0,0,4
Pver_gene_g15118,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23820,0,0,0,0,15,24,0,25,7,0,0,37
Pver_gene_g23821,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23822,0,0,0,0,0,0,0,0,1,0,0,0
Pver_gene_g23823,0,0,15,0,0,0,0,0,0,0,0,0
Pver_gene_g23824,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23825,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23826,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23827,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23828,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23829,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21466,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21467,0,0,0,0,0,2,0,0,0,0,0,0
Pver_gene_g21464,0,0,0,0,0,0,1,5,9,2,0,0
Pver_gene_g21465,6,0,0,0,0,5,0,0,2,0,0,0
Pver_gene_g21462,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21463,0,0,0,0,0,1,0,0,0,2,3,3
Pver_gene_g21460,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21461,0,11,17,13,0,0,0,21,0,0,0,0
Pver_gene_g21468,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21469,0,0,0,0,0,9,0,0,0,9,0,0
Pver_gene_g5890,128,180,192,91,856,603,299,859,388,703,579,606
Pver_gene_g5891,0,62,0,24,35,55,27,52,72,0,79,54
Pver_gene_g5892,0,0,0,0,0,17,0,0,25,0,0,0
Pver_gene_g20134,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g5894,0,10,0,5,20,26,6,41,12,25,47,21
Pver_gene_g20132,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g429,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g428,29,29,53,36,0,0,0,9,0,34,8,20
Pver_gene_g19672,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19673,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19674,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19675,0,0,0,0,0,0,6,0,0,19,0,0
Pver_gene_g19676,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19677,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19678,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19679,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g423,741,963,800,608,649,672,205,837,430,723,721,613
Pver_gene_g422,0,0,0,0,47,56,18,70,21,82,64,54
Pver_gene_g425,1297,1558,1937,1396,4776,3725,1169,7235,2251,4301,4966,3972
Pver_gene_g424,23,24,22,0,282,178,66,288,118,188,274,167
Pver_gene_g427,0,72,85,0,43,23,21,41,53,88,67,67
Pver_gene_g426,0,0,0,0,0,7,2,12,0,0,0,0
Pver_gene_g12662,0,0,0,0,316,206,71,187,70,150,238,144
Pver_gene_g12663,0,0,0,0,0,23,17,0,18,25,39,10
Pver_gene_g12660,0,0,0,0,0,0,17,0,9,0,0,16
Pver_gene_g12661,0,0,0,0,169,112,86,67,78,39,94,30
Pver_gene_g12666,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12667,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12664,0,59,25,15,0,12,0,42,26,16,19,11
Pver_gene_g12665,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12668,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12669,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14798,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14799,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g391,0,0,0,0,0,17,0,0,0,0,0,0
Pver_gene_g390,0,0,73,41,0,42,0,100,47,0,0,26
Pver_gene_g397,194,201,242,290,173,120,62,201,77,141,218,137
Pver_gene_g396,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g395,129,187,257,178,28,37,0,31,16,41,0,27
Pver_gene_g394,32,31,0,31,266,147,83,314,64,133,266,216
Pver_gene_g14790,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14791,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14792,17,67,67,28,175,152,45,218,155,135,176,135
Pver_gene_g398,27,29,50,0,309,237,158,502,203,355,426,187
Pver_gene_g14794,434,424,523,344,126,153,62,148,61,135,130,107
Pver_gene_g14795,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14796,12,33,20,36,24,26,13,30,0,32,0,22
Pver_gene_g14797,753,973,1350,713,328,230,214,298,207,294,342,234
Pver_gene_g11313,23,0,0,9,25,11,0,0,0,0,24,17
Pver_gene_g11312,0,0,0,0,25,0,0,0,0,0,0,0
Pver_gene_g11311,8,15,16,19,0,0,0,0,0,0,0,0
Pver_gene_g11310,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11317,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11316,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11315,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11314,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11319,0,0,0,0,0,50,11,52,0,33,52,26
Pver_gene_g11318,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2323,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g7949,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1164,0,0,0,0,17,14,0,12,12,27,19,30
Pver_gene_g1165,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_173_5de57afd,6,0,0,0,9,19,20,0,13,8,3,2
Pver_gene_g1169,44,97,60,38,0,0,15,0,5,17,0,0
Pver_gene_g2343,21,52,88,80,148,115,33,128,110,137,215,126
Pver_gene_g6507,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3754,0,0,0,0,18,13,0,0,17,40,17,10
Pver_gene_g6505,128,215,172,195,84,64,70,95,52,101,104,69
Pver_gene_g3756,67,100,116,66,28,27,11,0,9,0,0,22
Pver_gene_g6503,18,23,41,24,166,133,42,147,83,176,168,156
Pver_gene_g6502,0,23,19,11,0,0,0,0,0,0,0,0
Pver_gene_g3753,0,62,55,58,54,95,19,71,76,154,59,71
Pver_gene_g3752,147,211,273,138,64,111,63,55,118,76,31,81
Pver_gene_novel_gene_388_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13229,0,0,0,0,0,0,5,11,0,0,0,0
Pver_gene_g13228,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13221,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13220,169,166,211,138,416,233,71,413,211,303,393,287
Pver_gene_g13223,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13222,0,0,0,0,0,0,16,0,0,12,17,0
Pver_gene_g13225,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13224,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g13227,0,0,0,0,0,0,5,17,12,8,0,3
Pver_gene_g13226,0,0,0,0,150,102,113,95,115,60,211,88
Pver_gene_g15942,44,114,109,116,748,889,352,1015,377,1053,569,823
Pver_gene_g15943,182,243,290,197,416,331,323,269,296,330,368,373
Pver_gene_g15940,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15941,556,918,1280,875,3101,1977,625,3704,1099,2652,2185,2155
Pver_gene_g15946,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15947,0,11,0,20,0,0,0,0,0,0,0,0
Pver_gene_g15944,264,201,349,252,81,53,13,72,85,107,102,35
Pver_gene_g15945,0,0,0,0,0,0,7,0,0,0,0,0
Pver_gene_g15948,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15949,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_357_5de57afd,0,1,0,0,10,4,5,9,4,5,7,6
Pver_gene_g15831_g15832,41,52,44,62,191,246,102,231,144,218,178,151
Pver_gene_novel_gene_305_5de57afd,0,0,0,0,333,366,437,413,193,320,323,336
Pver_gene_g3995,0,0,0,0,0,0,0,5,0,0,0,0
Pver_gene_g25754,0,18,0,0,14,22,14,13,13,23,16,21
Pver_gene_g25755,88,101,108,62,0,17,0,22,0,19,0,0
